student_id,stream,district,difficulty_level,english_fluency,tuition_hours_weekly,commute_fatigue,current_score,hours_needed
182,Physical Science,Gampaha,7,4,4,0.2756416980146842,65.27045186513811,16.8
183,English,Gampaha,5,5,1,0.026221937406972262,67.02438779261149,7.6
184,Technology,Gampaha,4,4,12,0.38948540950842,59.409601741252985,8.3
185,Physical Science,Kandy,8,8,5,0.06942597922510096,70.43936698757199,16.5
186,Commerce,Gampaha,1,7,5,0.06641932839204939,69.25355852137515,1.0
187,Technology,Galle,1,6,5,0.09882956967805251,56.573608651913254,1.0
188,Commerce,Galle,6,4,11,0.28846371748624916,39.70763466635514,13.6
189,Commerce,Colombo,2,10,10,0.142784187901978,51.7259497770209,2.7
190,Physical Science,Colombo,3,10,15,0.18404516449327613,91.01392989191103,5.4
191,Physical Science,Kandy,4,6,15,0.46582455548906393,42.09642610427265,10.3
192,Technology,Gampaha,2,5,13,0.4236010899884926,86.26283362959833,2.1
193,English,Ratnapura,10,6,14,0.4260952665523912,41.07128649950628,21.5
194,Commerce,Galle,7,4,2,0.2888209166629939,49.402746593657774,14.5
195,Bio Science,Colombo,10,6,10,0.43323307364524033,59.37921520632173,22.4
196,Bio Science,UpCountry,1,6,2,0.38928291267027676,87.7345462442966,1.0
197,Arts,Jaffna,3,7,9,0.47661840145553114,64.8919643655027,4.3
198,Technology,Galle,2,7,6,0.03218420251095777,59.78992258857455,2.4
199,Technology,Colombo,9,7,12,0.014363566826966434,51.9698095015949,18.0
200,Arts,Colombo,8,7,12,0.08751497036194555,73.82941420133875,14.0
201,Commerce,Kandy,3,7,3,0.4645424102539878,53.80922333143543,5.6
202,Physical Science,Colombo,5,10,5,0.302782552977123,59.06494161334646,10.4
203,Physical Science,Gampaha,3,4,11,0.21305625884764046,60.12468242522181,7.5
204,Technology,Gampaha,6,5,7,0.2563555307380759,74.2979326187882,10.5
205,Commerce,Colombo,5,10,2,0.414802294113835,72.42681328720879,8.3
206,Physical Science,Colombo,2,8,8,0.46455499790196203,50.64417270753496,4.3
207,Physical Science,Galle,10,4,8,0.36484941715545494,54.59113012889172,24.1
208,Commerce,Colombo,8,8,14,0.37992391646864815,56.11182061983833,16.7
209,Physical Science,Ratnapura,6,7,2,0.16018902208191899,63.750280566311254,12.7
210,Physical Science,Kandy,3,9,5,0.2335175976372696,76.10042278687334,5.3
211,Commerce,RemoteArea,1,2,4,0.44260509673558296,64.94997989135155,2.1
212,Commerce,Gampaha,5,5,3,0.39296705503628876,28.64028458260976,10.6
213,Commerce,Colombo,2,6,7,0.34213545923067384,74.8962977940043,3.1
214,Physical Science,Kandy,2,7,9,0.03262341794406021,44.26513698169336,2.3
215,Arts,UpCountry,9,5,8,0.019753609726977428,53.27139414319059,16.7
216,Physical Science,Galle,10,4,14,0.06520547155699752,69.97647047575632,25.1
217,Bio Science,Kandy,7,6,11,0.2906955495989167,64.2417121414616,17.0
218,Arts,Gampaha,6,5,8,0.26819342367057497,77.09102801041192,9.1
219,Commerce,Kandy,1,9,4,0.4713454132735269,52.838710515516084,1.4
220,Technology,Ratnapura,10,7,4,0.3473798200216982,47.50079325664937,18.7
221,Commerce,Jaffna,2,5,10,0.146986308672713,60.32535912371375,2.1
222,Commerce,Jaffna,7,5,15,0.08074814690784865,82.1552900346422,12.3
223,Physical Science,RemoteArea,3,3,2,0.424766619664191,70.44509306623232,6.8
224,Bio Science,Colombo,2,9,8,0.2298120518445121,65.30722011883626,2.7
225,Physical Science,Ratnapura,6,7,0,0.32673474870442437,79.88944782004286,12.2
226,Physical Science,Kandy,8,6,11,0.28257180329540144,82.67284364207737,18.6
227,Sinhala,Jaffna,8,7,15,0.05372817306831751,79.3272335421415,15.0
228,Bio Science,Galle,2,6,2,0.028529191840913515,43.330242649771236,4.3
229,Technology,Colombo,6,8,6,0.18850909485820677,74.74858555961806,9.4
230,Commerce,Colombo,5,7,6,0.18077514877285883,59.96462630312732,8.4
231,Arts,Kandy,7,7,4,0.3368990564844532,56.075836539363735,13.2
232,Commerce,Gampaha,4,5,15,0.31610020455058085,57.2617279308419,7.0
233,Commerce,Galle,2,4,5,0.4844704642319972,59.924251541734854,3.3
234,Bio Science,Gampaha,10,6,3,0.4290497513857858,52.11369367273927,22.2
235,Physical Science,Galle,3,6,7,0.24829126288764392,66.04631449926607,4.4
236,Arts,Kandy,9,9,3,0.25001267628134777,58.90585258481995,17.3
237,Physical Science,Galle,10,6,9,0.3370646145563472,67.80807738967593,22.7
238,Physical Science,Gampaha,8,7,14,0.057045291386637775,75.29907306982102,18.9
239,Commerce,Galle,9,4,5,0.49994528231569624,58.084522427172764,19.1
240,Physical Science,Colombo,5,7,15,0.259404050621812,56.44060157925949,11.4
241,English,Kandy,5,7,15,0.45495243695448495,37.40396053404267,11.7
242,English,Colombo,7,9,4,0.48367816732610397,73.55980574851253,12.7
243,English,Gampaha,7,8,11,0.2908213699511327,66.68147894620729,13.5
244,Bio Science,Gampaha,1,7,13,0.051674323762387675,63.857354293825765,1.0
245,Physical Science,Colombo,5,6,9,0.2866729042099856,82.07874573790963,10.2
246,English,RemoteArea,8,4,5,0.2988212185829934,43.17218209922014,17.3
247,Bio Science,Colombo,7,9,2,0.3945965683866655,61.843596428671816,16.2
248,English,Galle,2,4,12,0.024114633497453075,51.53912039294102,4.0
249,English,RemoteArea,8,3,2,0.23315768359754696,70.84008781264325,15.7
250,Technology,Ratnapura,2,8,9,0.46138512916840657,31.107880813363295,3.4
251,Physical Science,Jaffna,10,8,6,0.4956495393393267,75.06023494103798,21.7
252,Bio Science,Colombo,1,9,12,0.09569133937961882,77.4399028074941,1.0
253,Technology,Ratnapura,3,6,0,0.4352994963675176,46.15481350296886,5.8
254,Bio Science,Gampaha,3,7,0,0.07312528081532205,60.99509563604156,4.3
255,Physical Science,UpCountry,6,6,0,0.42058721728394854,46.477149899704116,13.3
256,Commerce,Ratnapura,3,8,5,0.13863886373383177,68.91394690918104,4.0
257,English,Kandy,7,7,3,0.4798126330245712,73.80343661569003,12.6
258,Commerce,Kandy,8,8,13,0.34774837545031856,51.425305012435956,17.4
259,Commerce,Galle,3,6,5,0.19955530069487976,43.0487701468477,4.7
260,Physical Science,Ratnapura,9,8,13,0.14048666495408313,82.94655726050357,20.9
261,Commerce,Jaffna,1,8,13,0.11761876373722269,95.6175588726719,1.0
262,Sinhala,Jaffna,3,7,14,0.34039616349979257,74.41670584903139,4.4
263,Physical Science,Jaffna,3,7,0,0.4478955012884408,68.52662232738182,5.6
264,Commerce,UpCountry,7,3,3,0.37747098480717184,56.51939131261727,14.1
265,Technology,Galle,5,8,15,0.41739576900827113,70.20042008820289,9.4
266,Arts,Ratnapura,4,7,3,0.3906918838172686,66.76081927859354,6.5
267,Commerce,Gampaha,2,5,1,0.48957383324900966,57.761405963077756,3.4
268,Arts,Gampaha,7,6,0,0.3789024634131624,80.24790783021759,12.3
269,Bio Science,Gampaha,3,8,12,0.1051142592351369,68.65117134051744,4.2
270,Physical Science,Gampaha,7,4,15,0.3957992327372574,72.08400015222435,17.4
271,Technology,Gampaha,10,8,7,0.16103468049240044,61.070554244902304,18.0
272,Technology,Gampaha,7,7,5,0.49789993133142907,61.59491086848834,13.4
273,Technology,RemoteArea,2,6,3,0.18833631005007329,79.78065406713452,1.4
274,English,Ratnapura,7,4,1,0.14639687792361494,62.68859046542332,13.9
275,Commerce,UpCountry,6,6,11,0.11960799275445577,68.0394257876791,11.2
276,Commerce,Gampaha,10,7,12,0.3292573260291849,68.73303116839116,20.4
277,Arts,Kandy,4,8,4,0.0546105441937656,56.53231044628741,6.0
278,Commerce,Galle,5,7,8,0.47677994086648595,42.880899765191685,9.0
279,Arts,Gampaha,8,5,6,0.14715633932156857,86.58861220667423,12.8
280,Arts,Gampaha,5,7,3,0.14770030551923613,77.5244101785004,9.2
281,Technology,Gampaha,3,5,14,0.023033047853529554,85.73565478427334,3.7
282,Bio Science,Gampaha,2,8,4,0.12300875893678709,45.91221696421181,4.4
283,Bio Science,UpCountry,6,3,7,0.20948967783811884,85.17380381963903,13.1
284,Physical Science,Galle,6,8,10,0.1848031951121104,94.50306180537919,12.2
285,Commerce,Colombo,7,7,12,0.1365099607181101,81.67233621409187,12.4
286,Physical Science,Colombo,8,9,4,0.020371918919599108,86.71733618780469,16.3
287,Bio Science,Gampaha,4,4,15,0.1502906868028212,79.46772912389656,9.5
288,Commerce,Ratnapura,8,8,11,0.38916546913156,52.80088594930078,16.0
289,Physical Science,Kandy,1,7,5,0.21939614265473562,70.11447805648312,1.0
290,Commerce,Colombo,6,6,15,0.1453876737993568,52.194859503371504,11.6
291,Physical Science,Kandy,6,7,12,0.1523960670739789,57.03938792250429,13.8
292,Physical Science,Ratnapura,3,5,9,0.2772187882469504,69.24420642883904,5.5
293,Technology,Gampaha,9,5,5,0.15114633886953738,65.23027706320147,15.7
294,Bio Science,Jaffna,5,7,7,0.3153986599330973,70.44613109504094,10.6
295,Physical Science,Gampaha,1,5,12,0.49472725686255753,39.11866509413285,2.0
296,Commerce,RemoteArea,7,2,10,0.02058819887690283,62.68643079863696,14.3
297,Arts,Galle,10,5,4,0.08436837784868434,70.23497746498307,17.8
298,Physical Science,Gampaha,3,6,0,0.08955377264451203,71.22560508838863,5.0
299,Commerce,Ratnapura,10,8,3,0.2235351589660075,73.70659470874901,18.8
300,Physical Science,Galle,10,7,2,0.02070935602668722,64.76887391584935,21.6
301,Physical Science,UpCountry,4,4,1,0.23876078887125834,54.811637750338164,9.5
302,Commerce,Galle,6,6,6,0.46446237903832827,70.52206327764057,10.2
303,Commerce,Colombo,8,6,15,0.00578204434635099,63.00430327064675,15.4
304,Commerce,RemoteArea,4,2,12,0.1824694335925905,79.51584580348373,7.5
305,Arts,Colombo,9,9,12,0.3804468860554824,72.40961929941699,18.3
306,Sinhala,Jaffna,8,7,6,0.07724725016690753,62.074167798184895,14.1
307,Commerce,UpCountry,10,6,14,0.038779501263271066,55.465073233637234,20.5
308,Bio Science,Colombo,10,7,7,0.3153892686313193,80.29213160807134,22.3
309,Arts,UpCountry,6,5,14,0.004975454524753842,75.3857416951279,10.2
310,Physical Science,Gampaha,7,7,15,0.4008852455848579,99.04454514890585,15.3
311,Bio Science,RemoteArea,8,3,9,0.03342637678304938,72.39328895989416,18.2
312,Physical Science,Colombo,2,10,14,0.2621771297101804,76.14875336175132,3.0
313,Physical Science,UpCountry,5,2,4,0.3700638551138636,40.020967769045,13.1
314,English,Ratnapura,7,8,14,0.12100549437323871,71.6572656929209,13.2
315,Technology,Jaffna,8,5,0,0.05177008096136876,55.25207620013311,14.2
316,Commerce,Kandy,5,6,5,0.08781138320927806,74.89648432613666,7.3
317,Bio Science,Gampaha,3,4,5,0.4273417859675042,67.52026664738624,7.0
318,Physical Science,Colombo,6,6,10,0.35289014582601197,79.77909771538884,12.7
319,Physical Science,Jaffna,5,8,7,0.09904902460754889,95.48892670942918,8.7
320,Physical Science,Colombo,8,7,12,0.35806039856549726,54.02456541821652,20.1
321,Commerce,Kandy,9,10,9,0.3543090851043434,78.7005983928808,16.4
322,Arts,Colombo,9,10,14,0.4988625490529802,77.25389750215538,18.7
323,Commerce,UpCountry,6,4,1,0.19577801176295623,90.18942181823296,10.6
324,Physical Science,Ratnapura,4,7,10,0.43242674707138545,75.58076855047405,7.8
325,English,Colombo,4,10,8,0.2232213429864075,73.02115592115611,4.9
326,Arts,Colombo,9,8,10,0.4488801118084834,77.77179846543474,15.8
327,Commerce,Gampaha,4,5,12,0.04580024954947465,79.81899163450501,5.5
328,Commerce,Colombo,8,8,5,0.08765631506262206,84.31555228391254,13.6
329,Bio Science,Gampaha,9,8,0,0.42497718153334496,47.70932205920269,21.8
330,Physical Science,Galle,5,5,8,0.4096501620526975,58.11491833412012,11.2
331,Bio Science,Jaffna,6,6,7,0.15271689592849375,89.52929179220756,12.2
332,Arts,Kandy,3,10,9,0.2983991590667272,35.11927581905877,5.1
333,Physical Science,Ratnapura,5,5,0,0.19134986105101803,58.729061337028114,9.8
334,Physical Science,Jaffna,5,5,15,0.005158674651760675,69.74339979576251,10.5
335,Physical Science,Colombo,2,9,7,0.013052063283563509,60.84632180393253,2.5
336,Physical Science,Galle,10,8,12,0.02712818274078821,89.71422049710479,22.7
337,Technology,Colombo,6,9,6,0.29703607716278935,70.13906673002369,10.4
338,Arts,Gampaha,9,5,4,0.13961386765276396,56.19028843032144,15.8
339,Bio Science,Gampaha,7,5,14,0.07197414915744527,57.483860335041776,16.9
340,Physical Science,Galle,8,6,12,0.4705655542219438,70.22738367739632,19.3
341,Bio Science,Colombo,2,9,5,0.06065933354060793,79.9893105580415,2.2
342,Bio Science,Kandy,9,6,3,0.33699085821243885,63.57612167051367,20.2
343,Physical Science,Colombo,3,10,8,0.4470800914113293,61.98369498613251,5.8
344,Bio Science,Jaffna,10,7,8,0.08191483361922486,53.57074466732957,23.0
345,Bio Science,UpCountry,5,3,12,0.10736484111435757,71.6105825713395,11.6
346,Commerce,Gampaha,7,6,14,0.28690676678797855,71.77855783556384,14.0
347,Commerce,Gampaha,4,8,9,0.25422434318939885,53.6367215085572,6.5
348,Physical Science,UpCountry,7,6,13,0.26051370844313376,81.89624263989683,16.5
349,Bio Science,Kandy,8,8,0,0.2773390470090443,85.5906496388067,17.0
350,Commerce,Gampaha,10,5,15,0.47495145798052213,68.23496951798066,20.9
351,Commerce,Kandy,10,6,11,0.026919020983474984,70.0320646466898,19.4
